"20","CONFIG_FINDFS","CONFIG_HALT","CONFIG_WHOAMI","CONFIG_UNAME","CONFIG_IPTUNNEL","CONFIG_PS","CONFIG_MD5SUM","CONFIG_SYSLOGD","CONFIG_MOUNT","CONFIG_TAIL","RB_POWER_OFF","CONFIG_STAT","CONFIG_TRACEROUTE","CONFIG_ETHER_WAKE","CONFIG_ROUTE","CONFIG_CROND","CONFIG_INSTALL_NO_USR","CONFIG_LSMOD","CONFIG_IPROUTE","CONFIG_ECHO","CONFIG_SWITCH_ROOT","CONFIG_NETSTAT","CONFIG_ADDGROUP","CONFIG_FEATURE_GREP_EGREP_ALIAS","CONFIG_CMP","CONFIG_MAKEDEVS","CONFIG_E2LABEL","CONFIG_TUNE2FS","CONFIG_CPIO","CONFIG_PWD","CONFIG_FTPGET","CONFIG_PATCH","MIN","CONFIG_TOP","CONFIG_MKSWAP","CONFIG_SETKEYCODES","CONFIG_FAKEIDENTD","CONFIG_RX","CONFIG_FEATURE_GREP_FGREP_ALIAS","CONFIG_FEATURE_TOP_CPU_USAGE_PERCENTAGE","ENABLE_WATCHDOG","CONFIG_BBCONFIG","CONFIG_TEST","CONFIG_WATCH","CONFIG_DOS2UNIX","CONFIG_FREE","CONFIG_BASENAME","CONFIG_GETOPT","CONFIG_SYNC","CONFIG_SU","CONFIG_IPLINK","CONFIG_IFUPDOWN","CONFIG_UPTIME","PATH_MAX","CONFIG_MKDIR","CONFIG_LOGNAME","CONFIG_MSH","CONFIG_TFTP","CONFIG_IPADDR","CONFIG_AR","CONFIG_SWAPONOFF","CONFIG_LAST","CONFIG_VLOCK","CONFIG_SLEEP","CONFIG_START_STOP_DAEMON","CONFIG_FTPPUT","CONFIG_LASH","CONFIG_MDEV","CONFIG_RM","CONFIG_NOHUP","CONFIG_FBSET","CONFIG_DU","CONFIG_TIME","COMM_LEN","CONFIG_INETD","CONFIG_SULOGIN","CONFIG_HOSTNAME","CONFIG_SELINUX","CONFIG_READPROFILE","CONFIG_LOADFONT","CONFIG_FDFORMAT","CONFIG_GETTY","CONFIG_STTY","CONFIG_LOGIN","CONFIG_UUENCODE","CONFIG_FEATURE_SH_IS_ASH","CONFIG_GREP","CONFIG_IFCONFIG","CONFIG_CP","CONFIG_TELNET","CONFIG_PIPE_PROGRESS","CONFIG_XARGS","CONFIG_DD","CONFIG_DC","CONFIG_INSMOD","CONFIG_DF","CONFIG_UNCOMPRESS","CONFIG_READLINK","CONFIG_PASSWD","CONFIG_RPM2CPIO","CONFIG_DMESG","2,92","CONFIG_IPCALC","CONFIG_LOSETUP","CONFIG_YES","ENABLE_TR","CONFIG_ADDUSER","CONFIG_WC","ENABLE_FEATURE_MODPROBE_MULTIPLE_OPTIONS","CONFIG_AWK","CONFIG_ADJTIMEX","CONFIG_TELNETD","CONFIG_CLEAR","CONFIG_DEVFSD","CONFIG_CHROOT","CONFIG_ENV","CONFIG_DPKG","MAKE_LINKS","CONFIG_MKFS_MINIX","CONFIG_MKFIFO","CONFIG_DUMPKMAP","CONFIG_INIT","CONFIG_COMM","CONFIG_FEATURE_BUFFERS_GO_IN_BSS","CONFIG_VI","CONFIG_FREERAMDISK","CONFIG_TOUCH","BUFSIZ","CONFIG_PRINTENV","CONFIG_CHMOD","CONFIG_RESET","CONFIG_HTTPD","CONFIG_SETSID","CONFIG_USLEEP","CONFIG_PING6","CONFIG_ARPING","CONFIG_NSLOOKUP","CONFIG_ID","CONFIG_BB_SYSCTL","CONFIG_SUM","CONFIG_STRINGS","CONFIG_SHA1SUM","CONFIG_NICE","CONFIG_CHGRP","CONFIG_KILL","CONFIG_CUT","CONFIG_GZIP","CONFIG_MORE","CONFIG_LSATTR","CONFIG_RUN_PARTS","CONFIG_EJECT","CONFIG_SED","CONFIG_RDATE","CONFIG_GUNZIP","BB_APPLET_RUNLEVEL","CONFIG_DELGROUP","MAX","CONFIG_TRUE","TASK_COMM_LEN","CONFIG_DPKG_DEB","CONFIG_MOUNTPOINT","CONFIG_SEQ","CONFIG_PING","CONFIG_BUNZIP2","CONFIG_ASH","CONFIG_UNIX2DOS","CONFIG_SORT","CONFIG_LOADKMAP","CONFIG_LOGGER","CONFIG_FEATURE_BUFFERS_GO_ON_STACK","CONFIG_IP","CONFIG_REBOOT","CONFIG_HEXDUMP","CONFIG_FEATURE_SH_IS_LASH","CONFIG_CRONTAB","CONFIG_INSTALL","CONFIG_LESS","CONFIG_UUDECODE","CONFIG_LOGREAD","CONFIG_LENGTH","CONFIG_FDFLUSH","CONFIG_RMMOD","CONFIG_E2FSCK","CONFIG_DIRNAME","CONFIG_UNIQ","CONFIG_WGET","CONFIG_WHICH","CONFIG_LS","CONFIG_CHOWN","CONFIG_HDPARM","CONFIG_FUSER","CONFIG_IPCRM","CONFIG_TAR","CONFIG_PRINTF","CONFIG_FALSE","CONFIG_RENICE","CONFIG_POWEROFF","CONFIG_FIND","CONFIG_FEATURE_SH_IS_HUSH","CONFIG_KILLALL","CONFIG_DATE","CONFIG_DUMPLEASES","CONFIG_PIDOF","CONFIG_NAMEIF","CONFIG_HEAD","CONFIG_PIVOT_ROOT","CONFIG_IPCS","CONFIG_WHO","CONFIG_UNZIP","CONFIG_FSCK_MINIX","CONFIG_CAT","CONFIG_FEATURE_SH_IS_MSH","BB_EXTRA_VERSION","CONFIG_KLOGD","CONFIG_OPENVT","CONFIG_MKE2FS","CONFIG_LN","CONFIG_CAL","CONFIG_MKNOD","CONFIG_CHATTR","CONFIG_HOSTID","CONFIG_FOLD","CONFIG_EXPR","CONFIG_ZCIP","CONFIG_FSCK","CONFIG_FEATURE_INITRD","CONFIG_FEATURE_DEVFS","CONFIG_SETCONSOLE","CONFIG_DEALLOCVT","CONFIG_TTY","CONFIG_VCONFIG","CONFIG_UMOUNT","CONFIG_MESG","CONFIG_OD","CONFIG_CHVT","CONFIG_RPM","CONFIG_MT","CONFIG_MV","CONFIG_HUSH","CONFIG_DELUSER","CONFIG_REALPATH","CONFIG_UDHCPD","CONFIG_FDISK","CONFIG_RMDIR","CONFIG_UDHCPC","CONFIG_HWCLOCK","PROTOTYPES","CONFIG_NC","CONFIG_TEE","CONFIG_MKTEMP","CONFIG_MODPROBE","48"
"66","true","true","true","true","false","false","false","false","true","true","false","false","false","false","true","true","true","true","true","true","true","true","false","false","false","false","true","true","false","false","true","true","false","false","false","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","false","false","true","true","false","false","true","true","true","true","true","true","false","false","false","true","true","false","true","false","false","true","false","false","false","false","true","true","false","false","true","true","true","true","false","true","true","false","false","false","false","true","true","false","false","false","true","false","false","true","false","true","true","true","false","true","true","false","false","false","true","true","true","false","false","false","true","false","false","true","true","true","true","false","false","true","true","true","false","true","true","false","false","false","false","true","true","false","false","true","false","true","true","false","true","false","true","true","true","true","true","false","false","false","true","true","true","false","false","false","false","true","false","true","false","false","true","false","false","false","false","true","true","true","true","true","false","true","false","false","true","false","false","false","true","true","true","false","false","false","false","true","true","false","true","false","false","true","true","true","false","false","true","true","true","false","false","true","false","true","false","true","true","true","false","false","true","true","false","false","true","true","true","false","true","false","false","true","false","false","true","false","false","true","false","false","false","true","false","true","true","false","true","false","false","true","false","true","true","false","true","7"
"70","false","false","false","false","false","false","true","true","true","true","true","true","true","true","false","false","false","false","false","false","false","false","true","true","true","true","false","false","true","true","false","false","true","true","true","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","true","false","false","true","true","false","false","false","false","false","false","true","true","true","false","false","true","false","true","true","false","true","true","true","true","false","false","true","true","false","false","false","false","true","false","false","true","true","true","true","false","false","true","true","true","false","true","true","false","true","false","false","false","true","false","false","true","true","true","false","false","false","true","true","true","false","true","true","false","false","false","false","true","true","false","false","false","true","false","false","true","true","true","true","false","false","true","true","false","true","false","false","true","false","true","false","false","false","false","false","true","true","true","false","false","false","true","true","true","true","false","true","false","true","true","false","true","true","true","true","false","false","false","false","false","true","false","true","true","false","true","true","true","false","false","false","true","true","true","true","false","false","true","false","true","true","false","false","false","true","true","false","false","false","true","true","false","true","false","true","false","false","false","true","true","false","false","true","true","false","false","false","true","false","true","true","false","true","true","false","true","true","false","true","true","true","false","true","false","false","true","false","true","true","false","true","false","false","true","false","14"
"63","false","false","false","true","true","true","true","false","true","false","false","false","false","true","false","true","false","true","true","false","true","false","true","false","true","false","false","true","false","true","true","false","true","false","false","true","false","true","true","false","true","false","false","true","false","true","false","true","true","false","true","false","false","true","false","true","false","true","true","false","true","false","true","true","false","true","false","false","false","false","false","false","true","false","true","true","true","true","true","true","true","true","false","false","true","true","false","false","false","true","false","true","false","false","false","false","false","false","true","false","true","false","true","true","true","false","true","false","false","true","true","true","true","true","false","true","false","false","true","false","false","true","false","true","true","false","true","true","false","false","true","true","false","false","false","true","false","true","true","false","true","false","false","false","true","true","false","true","true","true","true","false","false","false","true","true","false","true","true","true","false","false","true","false","false","false","false","true","true","false","false","true","true","false","true","false","true","true","false","false","false","true","false","true","true","false","true","false","true","true","false","false","true","true","false","true","true","true","true","false","false","true","false","false","true","false","false","false","false","true","true","true","false","false","true","false","false","true","false","true","true","true","false","true","true","false","true","false","true","false","false","false","false","false","true","false","false","true","true","true","false","false","true","true","false","false","true","true","true","false","false","94"
"69","true","true","true","false","true","true","false","true","false","true","true","false","true","false","false","false","true","false","false","true","false","true","false","true","false","true","true","false","true","false","false","true","false","true","true","false","true","false","true","true","false","true","true","false","false","false","false","false","true","false","false","true","true","false","true","false","false","true","false","true","false","true","true","true","true","false","true","true","true","true","true","true","false","false","true","false","false","false","false","false","false","true","false","true","false","false","true","true","true","false","false","false","true","true","false","true","true","true","false","false","false","true","false","false","true","true","false","true","true","false","true","false","false","false","true","false","true","true","false","true","true","false","true","false","false","true","false","false","true","true","false","false","true","true","true","false","true","true","false","true","false","false","true","true","false","false","true","true","false","false","false","true","true","true","false","false","true","false","false","false","false","true","true","true","true","true","true","false","false","true","true","false","true","true","false","true","false","false","true","true","true","false","true","false","false","false","false","true","false","false","false","true","false","false","true","false","false","false","false","true","true","false","true","true","false","true","true","true","true","false","false","false","false","true","false","true","true","false","true","false","false","false","true","false","false","true","false","true","true","true","true","true","true","true","false","false","true","false","false","false","true","true","true","false","false","true","true","false","false","true","true","56"
"69","true","true","false","false","false","false","true","true","true","true","true","true","false","false","true","false","true","true","true","true","true","false","false","false","false","true","false","true","true","true","false","true","true","false","true","true","false","true","false","false","false","false","false","false","true","false","true","false","false","true","false","false","false","true","false","true","true","false","true","false","false","true","false","false","true","false","true","true","true","true","true","true","true","true","false","false","true","false","true","false","true","false","true","false","false","true","false","true","false","true","true","true","false","false","true","true","false","false","false","true","false","false","true","false","false","true","false","true","false","false","false","true","false","true","true","false","true","false","true","true","true","false","false","true","false","true","true","false","true","false","false","true","false","true","false","true","false","false","true","false","true","true","true","false","true","true","true","false","false","false","false","false","true","false","false","true","true","true","false","true","true","true","false","true","true","false","true","false","false","true","true","false","false","false","true","false","false","true","false","false","true","false","true","true","true","true","false","false","true","false","true","true","false","true","false","true","true","false","true","false","false","false","true","true","false","true","false","false","false","true","true","true","true","false","false","true","false","false","false","true","true","true","false","false","false","true","true","false","false","true","true","false","true","false","false","true","true","false","false","true","true","false","false","false","true","true","false","false","true","true","true","18"
"60","false","false","false","false","false","false","false","false","false","false","true","true","true","false","true","true","true","true","false","false","false","true","true","false","true","false","true","true","false","false","true","true","false","true","false","true","true","false","false","true","true","true","true","true","true","true","true","false","false","true","true","true","true","false","false","false","false","false","false","true","true","false","false","false","false","true","false","false","false","true","false","false","false","true","false","true","false","true","true","true","true","false","true","true","true","false","true","false","true","false","true","false","true","true","true","false","true","true","false","true","true","true","false","true","false","false","true","false","true","true","false","false","true","false","false","true","false","true","false","false","false","true","true","false","true","false","false","true","false","true","true","false","true","false","true","false","false","false","false","true","false","true","false","true","false","false","false","false","true","true","true","true","true","true","true","false","false","false","true","false","true","false","false","false","false","true","false","true","true","false","false","true","false","true","false","true","true","false","true","true","false","true","false","false","false","true","true","true","false","true","true","false","true","false","true","false","false","true","false","true","true","true","false","false","true","false","true","true","true","false","false","false","true","false","true","false","true","true","true","false","false","false","true","true","true","false","false","true","false","false","false","true","false","true","true","true","false","true","true","false","false","true","false","true","true","false","false","true","false","false","false","54"
"82","false","false","true","true","true","true","true","true","true","true","false","true","false","false","true","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","true","true","false","true","true","true","false","true","true","false","true","true","false","true","true","false","false","false","true","true","true","true","false","false","false","false","false","false","true","false","true","false","true","false","false","true","false","true","true","true","true","true","false","true","false","true","true","true","true","true","false","false","true","false","true","false","false","false","true","true","false","false","true","false","false","true","false","true","true","true","false","false","true","true","true","false","true","true","false","false","true","true","false","true","true","true","false","true","false","false","true","false","true","false","false","false","false","true","false","false","true","false","false","false","true","true","false","false","true","false","false","false","true","true","false","true","false","true","true","true","false","true","true","false","true","false","true","true","true","true","true","false","false","true","false","true","true","false","false","false","true","true","false","true","false","false","true","false","false","false","true","false","false","true","true","true","false","false","false","true","false","false","true","true","true","false","false","false","true","false","false","true","true","true","true","false","false","true","false","true","true","false","true","true","false","true","true","true","true","true","false","false","false","false","true","false","false","false","true","true","true","false","false","true","false","true","true","true","false","false","true","false","true","true","true","90"
"18","true","true","true","true","true","true","true","false","false","false","true","true","false","true","false","true","false","false","false","false","true","false","false","true","true","true","true","false","false","false","true","true","true","false","true","false","false","false","false","false","false","true","true","false","true","true","false","true","false","true","false","true","true","true","true","false","true","false","true","true","true","true","false","true","false","true","false","true","false","false","true","false","true","false","false","false","false","false","false","false","false","false","true","false","true","false","true","true","false","true","false","true","true","false","true","false","true","true","true","true","true","false","true","false","false","false","true","true","false","true","false","true","false","false","false","true","false","true","true","false","false","false","false","false","false","true","false","true","true","true","true","true","true","false","true","true","true","true","false","true","false","false","true","false","false","true","true","true","false","false","true","false","false","false","false","false","true","true","false","true","false","false","false","false","false","false","false","true","true","false","true","false","false","true","true","true","false","false","true","false","true","true","false","true","true","true","false","true","true","false","false","false","true","true","true","false","true","true","false","false","true","true","true","true","false","true","true","false","false","false","false","true","true","true","true","false","false","true","false","true","true","false","false","false","false","false","true","true","true","true","false","true","true","true","false","false","false","true","true","false","true","false","false","false","true","true","false","true","false","false","false","18"
"81","false","false","false","true","false","true","false","true","true","false","true","false","true","false","true","false","false","false","true","false","true","true","false","true","true","true","true","true","true","true","true","false","false","false","false","false","false","true","true","false","false","false","false","true","false","false","false","false","true","true","false","true","true","false","true","false","true","true","false","true","false","true","true","false","false","true","false","true","true","false","false","false","true","true","false","false","false","true","false","true","false","false","false","true","false","true","false","false","true","false","true","false","true","true","false","true","false","false","true","true","true","false","true","false","false","true","true","false","true","false","false","true","true","true","true","true","false","false","true","true","false","false","true","true","true","false","true","true","false","true","false","false","true","true","false","true","true","true","true","false","false","false","true","true","false","false","true","false","true","false","false","false","false","true","true","true","false","false","true","true","true","true","false","false","true","true","false","false","false","false","true","true","true","true","false","false","false","false","false","false","false","true","true","true","true","true","false","false","false","true","true","true","true","true","false","false","false","false","false","true","false","true","false","true","true","false","true","false","true","true","false","false","true","true","true","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","true","true","true","false","false","true","false","true","false","true","true","true","true","true","true","false","true","true","true","false","true","38"
"44","false","false","true","false","true","false","false","false","false","true","false","true","true","true","true","true","false","true","true","true","true","false","true","true","false","true","false","false","true","true","false","false","true","false","false","false","true","false","true","true","true","false","true","false","false","true","true","true","true","false","false","false","false","true","false","false","true","false","true","true","false","false","true","true","true","true","false","false","false","true","true","true","false","true","true","true","false","false","false","false","true","true","false","false","false","false","true","false","false","false","false","true","false","true","false","false","true","true","false","true","false","true","false","true","true","false","false","true","false","false","true","false","false","false","true","true","true","false","false","false","true","true","true","true","true","true","false","false","false","false","true","true","true","true","true","false","false","false","true","false","true","true","false","true","true","true","false","true","false","true","true","true","false","false","false","false","true","false","false","false","true","true","true","false","false","false","true","true","true","true","false","false","false","false","true","true","true","true","true","true","true","false","false","false","false","false","true","true","true","false","true","false","false","false","false","true","true","true","true","false","false","false","true","false","false","true","false","true","false","false","true","true","false","true","false","true","true","true","false","false","true","true","true","true","true","false","false","false","false","true","false","false","true","true","true","true","true","false","true","false","false","false","false","false","false","true","false","false","false","true","false","97"
"86","true","false","false","false","false","true","false","false","true","true","false","false","true","true","false","true","true","false","true","false","false","true","true","true","false","false","false","true","false","false","true","false","true","true","true","false","true","true","false","true","false","true","false","false","true","false","false","true","false","false","true","false","true","false","true","true","true","true","true","false","true","true","false","false","true","false","true","true","false","false","true","false","true","false","false","true","true","true","true","false","true","true","false","true","false","false","true","true","false","true","true","false","false","true","false","false","true","true","false","false","true","false","false","false","false","false","true","true","false","false","true","true","true","true","false","false","true","true","false","true","false","true","true","false","true","false","false","false","false","true","false","true","false","false","false","false","true","false","true","true","false","true","true","true","false","false","false","true","false","true","false","false","true","false","false","true","true","true","true","true","false","true","true","true","true","false","false","true","true","true","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","true","false","true","true","false","true","true","false","true","true","false","true","true","false","true","true","false","false","true","true","true","true","true","true","false","false","true","false","false","true","false","false","true","false","false","false","false","true","true","true","false","false","true","true","true","false","false","true","false","false","true","true","false","false","true","false","false","true","true","false","false","true","true","true","false","21"
"100","true","true","true","true","false","false","false","false","true","false","true","true","true","true","false","false","false","true","false","false","false","true","true","true","true","false","false","false","true","true","false","true","false","false","true","true","false","false","true","true","true","false","true","true","false","false","true","true","true","false","true","false","false","true","true","true","false","true","false","false","true","false","false","false","false","false","true","true","true","true","false","true","false","false","true","false","true","false","false","true","false","false","true","false","false","true","false","true","true","true","false","true","true","false","true","false","false","true","true","false","false","true","true","true","false","true","true","false","true","true","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","true","false","true","true","true","true","false","false","false","true","true","false","true","true","true","true","false","false","true","true","true","true","false","true","false","false","true","true","true","true","false","false","false","false","true","false","false","false","true","false","true","true","false","false","false","false","true","false","false","true","true","true","true","false","true","true","true","true","true","true","false","false","true","false","false","false","false","false","true","true","false","true","false","false","true","false","false","true","true","false","false","false","false","false","false","true","true","false","false","true","false","true","true","false","true","true","true","true","true","false","true","true","true","true","false","false","false","false","false","true","false","false","false","true","true","false","true","true","false","true","true","true","false","false","true","true","49"
"41","false","false","false","false","true","false","true","false","true","false","true","false","false","true","true","true","true","false","false","true","false","true","false","false","false","true","false","false","true","true","true","true","true","true","false","true","true","false","true","false","false","true","true","true","false","true","false","false","true","false","false","true","false","true","false","true","false","false","true","false","true","true","true","false","false","false","true","false","true","false","false","true","false","false","true","true","false","true","true","false","false","false","true","true","true","true","false","true","true","false","true","true","false","true","false","true","true","false","true","true","false","false","false","false","true","true","false","true","false","false","true","true","true","false","false","false","false","true","true","false","false","true","false","false","true","true","true","true","true","false","true","false","false","false","true","false","true","true","false","true","false","false","true","false","true","false","false","true","false","true","true","true","false","false","true","true","true","false","false","false","true","true","false","false","false","true","false","false","true","true","false","false","true","true","false","false","true","false","true","true","true","false","true","true","true","true","false","false","false","true","false","true","false","true","true","true","true","false","true","false","false","true","false","false","false","false","true","true","false","true","false","false","true","false","false","true","true","true","false","false","false","false","true","false","false","true","false","false","true","true","false","true","false","false","true","true","false","false","false","false","false","false","false","false","false","false","false","false","true","false","true","40"
"57","true","true","true","true","false","false","true","true","false","false","false","false","false","false","true","true","false","false","true","true","true","true","true","true","true","false","false","false","true","true","true","false","false","true","true","true","true","true","false","false","true","false","false","false","true","true","true","false","false","false","false","true","true","false","false","false","false","true","false","true","false","true","true","true","true","true","false","false","false","true","true","true","true","false","false","false","true","false","true","true","true","true","true","false","true","false","true","false","false","true","false","false","true","false","false","true","false","false","false","false","false","true","true","true","true","false","false","false","true","true","false","false","true","true","true","false","false","false","false","true","true","true","false","false","false","false","true","false","false","false","true","true","false","false","false","true","true","true","false","true","false","true","false","false","false","true","true","false","false","false","true","false","true","true","false","false","false","false","true","false","false","false","true","true","true","false","true","true","false","false","true","true","true","true","false","true","true","true","true","false","false","false","false","false","false","true","true","true","true","false","true","false","true","false","false","false","false","true","false","true","false","false","true","true","true","true","false","false","true","false","true","true","false","true","true","false","false","false","true","true","true","true","false","false","true","true","true","true","true","true","true","true","false","true","false","true","true","true","true","true","true","true","true","true","false","true","true","true","false","false","false","82"
"24","false","true","false","true","true","true","true","true","false","true","false","false","true","true","true","false","true","true","false","false","true","true","false","false","true","false","true","false","false","false","false","true","false","true","false","true","false","true","true","false","false","false","true","false","true","true","true","true","true","false","true","false","true","false","true","true","false","false","true","true","true","false","true","true","true","false","false","true","true","false","true","false","false","true","false","false","true","true","true","false","true","true","false","false","false","true","false","true","false","false","false","false","false","true","true","true","false","false","false","true","true","false","false","true","true","true","true","true","true","true","false","false","false","false","true","true","true","false","true","false","true","false","false","true","false","true","false","true","false","true","false","false","true","true","false","false","false","false","false","false","true","true","true","false","true","true","true","true","true","true","true","true","false","true","true","true","false","true","false","false","false","false","false","true","false","false","false","false","true","false","true","true","true","true","false","false","false","false","true","true","false","false","false","false","false","false","true","false","false","false","false","false","true","true","true","false","true","true","false","false","true","true","false","true","false","false","true","true","false","true","true","false","false","false","false","false","false","false","false","false","true","true","false","true","true","false","false","false","false","false","true","true","true","true","true","false","true","false","true","true","true","true","false","true","false","true","true","true","false","true","true","95"
"43","true","false","false","false","false","true","true","false","false","true","false","true","false","false","false","false","true","true","true","false","true","true","true","false","true","true","true","false","true","false","false","false","true","false","false","true","false","false","false","true","true","true","false","true","false","true","true","false","true","true","true","true","true","true","false","true","false","false","false","false","true","false","true","true","false","false","true","false","false","true","true","false","true","false","true","false","false","false","false","true","false","true","false","true","true","false","true","true","true","true","true","true","true","false","true","true","false","true","false","false","true","true","true","false","false","false","false","false","false","false","true","true","false","true","false","true","true","true","true","true","true","false","true","true","true","false","true","false","true","false","false","false","false","true","true","true","false","false","false","false","true","false","false","true","false","false","true","true","true","false","false","false","true","true","false","true","true","true","false","false","true","true","true","false","true","false","true","true","false","true","false","true","false","true","true","true","false","true","true","false","true","true","true","false","true","false","false","true","false","true","false","false","false","false","true","true","false","true","true","true","true","false","true","false","true","false","false","false","true","false","false","true","true","true","true","false","false","true","false","false","false","false","false","false","true","false","true","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","42"
"85","false","true","true","true","true","true","false","true","true","false","false","true","true","false","false","true","false","true","true","false","false","false","true","false","false","true","true","true","true","false","true","false","false","true","true","true","false","true","true","true","false","false","true","false","true","false","false","false","false","true","false","true","false","true","false","false","false","false","true","false","true","false","false","true","false","false","false","false","true","true","false","false","true","true","true","true","true","true","true","true","false","false","false","false","true","false","true","false","true","true","false","false","true","false","true","false","true","false","true","true","false","true","false","false","true","true","false","true","false","true","true","true","false","false","true","false","true","false","true","true","false","false","false","false","true","true","true","true","false","true","false","true","true","true","false","false","true","false","true","true","true","true","false","false","true","false","false","false","true","false","false","true","false","false","true","false","false","false","true","true","false","true","true","true","true","true","true","false","false","true","true","false","false","false","false","true","false","true","false","false","true","false","false","true","true","true","true","true","true","false","true","true","true","true","false","true","false","false","false","false","true","true","true","false","false","true","true","true","true","false","false","false","false","false","true","true","true","true","true","true","false","true","true","false","false","false","true","true","true","false","false","true","false","true","false","false","false","true","true","false","false","false","true","false","true","false","true","false","true","false","false","100"
"85","true","false","false","false","false","true","false","false","false","true","true","false","false","true","false","true","true","false","false","true","true","false","true","false","true","false","true","true","false","true","false","true","false","true","true","false","false","false","false","false","true","false","false","true","false","false","false","true","false","true","true","false","true","false","true","false","true","false","false","true","false","true","true","true","false","true","true","false","true","true","false","true","true","true","true","true","true","false","true","false","true","false","false","true","true","true","false","true","false","false","true","true","true","true","true","false","true","false","true","false","true","true","true","true","true","false","true","false","true","false","false","false","false","true","false","true","false","true","true","false","false","true","true","true","false","true","false","false","true","false","true","true","true","false","true","false","false","true","true","false","false","false","true","true","false","false","false","false","false","true","true","false","true","false","false","false","true","true","true","true","true","false","false","true","true","true","true","false","true","false","false","false","true","false","true","false","false","true","false","true","false","false","true","true","false","false","false","true","true","false","true","true","false","false","false","false","false","false","true","true","false","false","false","true","true","true","false","false","false","true","true","true","true","true","false","true","true","false","true","true","true","false","true","false","false","false","false","true","false","false","true","false","true","true","true","false","true","true","false","true","true","true","false","true","false","true","false","true","false","true","true","73"
"19","true","true","true","false","true","true","true","false","false","true","false","true","false","false","true","false","true","false","false","true","true","false","false","true","true","true","false","true","false","true","true","false","true","false","true","false","true","true","true","true","true","true","false","false","false","false","false","true","false","true","true","true","false","false","false","true","false","true","false","false","false","false","false","false","true","true","false","true","false","false","true","false","false","true","false","true","true","false","false","true","false","false","true","false","false","true","true","false","true","false","false","true","false","true","false","false","true","true","true","false","true","false","true","true","false","false","false","false","true","true","true","true","true","false","true","false","false","true","false","false","false","false","true","true","true","true","true","true","false","false","false","true","true","false","true","true","false","false","true","false","true","false","true","false","true","true","false","true","true","false","true","false","true","true","true","false","false","false","true","false","false","true","false","false","false","true","false","true","false","true","true","false","true","true","false","true","true","false","false","true","true","true","true","true","false","false","true","false","true","true","false","true","true","false","true","false","true","false","true","true","true","false","true","true","false","true","false","true","true","true","false","false","true","false","true","true","true","true","true","true","false","true","false","true","false","true","true","false","false","true","false","false","true","false","true","true","false","false","false","false","true","false","true","true","true","true","false","true","true","false","true","50"
"86","false","true","false","false","true","false","true","true","true","false","true","false","true","false","false","false","false","true","false","true","false","false","true","true","false","false","true","true","false","true","true","true","true","false","false","false","true","true","false","true","false","true","true","true","false","false","true","true","true","false","false","true","true","true","true","false","true","true","false","false","true","false","true","true","false","true","true","false","false","false","true","false","false","false","false","false","false","true","true","false","true","true","true","false","false","false","false","true","true","true","true","false","false","false","false","true","false","true","false","true","true","true","true","true","false","true","true","true","false","false","false","false","false","true","false","false","true","false","false","true","true","false","false","true","false","false","true","false","true","false","true","false","true","true","true","true","false","true","true","true","true","true","false","true","false","true","false","false","true","true","true","false","true","false","false","false","true","true","false","true","false","false","true","false","false","true","false","true","true","false","false","true","true","false","true","false","true","false","true","false","false","true","false","false","true","true","false","false","false","true","true","true","false","true","false","true","true","false","false","false","false","false","true","false","true","true","true","false","false","false","true","true","false","true","false","false","true","false","true","false","true","false","true","true","false","true","false","false","true","true","true","true","false","false","false","true","true","false","false","true","true","true","true","false","true","false","true","false","false","true","false","35"
"40","false","true","false","true","true","false","true","true","true","true","true","false","false","false","true","true","true","true","false","true","false","true","false","true","false","true","false","true","false","false","false","false","true","true","true","false","true","true","true","false","true","false","true","true","true","true","true","false","true","true","true","false","true","false","true","false","false","true","false","true","false","true","false","true","false","true","false","true","false","false","false","true","true","false","true","false","false","true","false","true","true","false","false","true","true","false","true","false","false","false","true","false","false","false","true","false","false","false","true","false","true","false","false","false","false","false","true","true","false","true","true","true","true","false","true","true","true","true","true","true","false","true","false","false","false","false","false","true","true","true","false","false","false","true","false","true","true","true","false","false","true","false","true","true","true","true","false","false","false","true","false","true","false","false","false","true","true","true","false","false","true","false","true","false","false","false","true","false","false","false","false","false","false","false","true","true","false","false","false","false","true","true","true","true","true","false","true","true","true","true","true","false","false","false","true","false","false","true","false","true","false","true","false","false","true","false","false","false","false","false","true","true","false","true","true","true","false","false","false","true","true","true","true","true","true","true","false","false","false","true","false","false","true","false","true","true","true","false","true","true","false","true","false","false","true","true","false","true","false","false","true","45"
