"49","UINT_MAX==ULLONG_MAX","WANT_PIDFILE","ULONG_MAX==ULLONG_MAX","ENABLE_FEATURE_ADDUSER_TO_GROUP","BYTE_ORDER==LITTLE_ENDIAN","ENABLE_FEATURE_TOP_SMP_PROCESS","ENABLE_LFS","HAVE_STRCHRNUL","COMM_LEN","ENABLE_FEATURE_BUFFERS_GO_IN_BSS","HAVE_SETBIT","CONFIG_FEATURE_EDITING_HISTORY","ENABLE_FEATURE_PREFER_APPLETS","ENABLE_FEATURE_IPV6","IFNAMSIZ","ENABLE_FEATURE_UTMP","ENABLE_LONG_OPTS","ENABLE_FEATURE_EDITING","ENABLE_FEATURE_EDITING_SAVE_ON_EXIT","HAVE_STPCPY","HAVE_STRSIGNAL","UINT_MAX==0xffffffff","HAVE_FDATASYNC","MIN","HAVE_MKDTEMP","ENABLE_FEATURE_CHECK_NAMES","BB_PLATFORM_H","HAVE_STRSEP","ANDROID","ifr_newname","ENABLE_PMAP","ENABLE_FEATURE_DEVFS","LIBBB_H","HAVE_GETLINE","MAX","BB_BIG_ENDIAN","HAVE_UNLOCKED_LINE_OPS","HAVE_CLEARENV","TASK_COMM_LEN","ENABLE_SELINUX","HAVE_MEMRCHR","ENABLE_FEATURE_TOPMEM","ENABLE_FEATURE_PIDFILE","HAVE_UNLOCKED_STDIO","CONFIG_FEATURE_EDITING_HISTORY>0","ENABLE_FEATURE_INDIVIDUAL","ENABLE_NOMMU","BB_MMU","i386","BYTE_ORDER==BIG_ENDIAN","HAVE_SIGHANDLER_T","BUILD_INDIVIDUAL","PATH_MAX","ENABLE_FEATURE_GETOPT_LONG","SEAMLESS_COMPRESSION","HAVE_XTABS","ENABLE_FEATURE_CLEAN_UP","MAX_HISTORY","ENABLE_FEATURE_BUFFERS_GO_ON_STACK","HAVE_STRCASESTR","ENABLE_ROUTE","ENABLE_DESKTOP","ENABLE_FEATURE_DEL_USER_FROM_GROUP","ENABLE_LOCALE_SUPPORT","BYTE_ORDER","ENABLE_FEATURE_PS_ADDITIONAL_COLUMNS","ENABLE_FEATURE_NAMEIF_EXTENDED","ENABLE_USE_BB_CRYPT","ENABLE_IOCTL_HEX2STR_ERROR","ENABLE_FEATURE_HWIB","UINT_MAX==ULONG_MAX","HAVE_VASPRINTF","HAVE_MNTENT_H","ULONG_MAX>0xffffffff","BUFSIZ","39"
"64","false","true","false","false","true","true","true","false","false","true","true","true","true","true","true","false","false","true","false","false","true","false","true","true","false","true","true","false","false","false","false","false","false","false","true","false","false","true","false","true","false","false","true","false","true","true","false","false","false","true","true","true","false","false","false","true","false","true","false","false","false","true","true","true","true","false","false","true","true","true","true","false","false","true","true","90"
"88","false","true","true","true","true","false","false","true","true","false","false","true","false","true","true","true","false","false","true","false","false","true","false","false","true","true","true","false","false","true","true","false","false","true","false","false","true","true","false","true","true","false","false","false","false","false","true","true","false","false","false","true","false","false","true","false","false","false","false","false","true","false","true","true","true","false","false","true","true","false","true","false","true","true","true","78"
"33","true","true","true","false","false","false","false","false","false","true","true","true","true","true","false","true","true","false","false","true","true","false","false","true","false","false","true","true","true","false","false","true","false","true","false","true","true","false","false","false","true","true","true","false","true","true","true","true","true","false","true","false","true","false","false","true","false","false","false","false","true","true","false","true","false","false","false","false","false","true","false","true","true","true","true","29"
"61","true","true","true","true","true","true","true","false","true","false","false","true","true","true","true","false","false","false","true","false","false","false","true","true","false","false","false","true","true","true","false","false","false","true","false","false","false","false","false","false","true","true","false","true","true","true","true","true","true","true","true","true","false","true","false","true","false","false","true","false","false","true","false","false","false","false","false","false","true","true","false","true","true","false","false","38"
"70","false","true","false","false","false","true","true","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","true","true","true","false","false","true","true","false","true","false","true","true","true","true","false","true","false","false","true","false","true","true","true","true","false","false","false","false","false","true","true","true","false","false","true","false","true","true","true","true","true","false","true","false","true","true","true","true","false","false","false","false","14"
"19","true","false","true","false","false","true","true","true","false","false","true","true","true","false","false","false","true","true","false","true","true","false","true","false","true","true","true","false","false","false","true","true","false","true","true","true","false","true","true","false","false","false","false","true","false","false","false","true","false","true","false","false","true","false","false","true","false","false","false","true","false","true","true","false","true","true","false","false","true","false","false","false","true","true","true","80"
"34","true","true","false","false","true","true","false","true","true","false","true","false","true","false","true","false","true","true","false","false","false","true","true","false","true","true","true","true","false","true","false","true","false","false","false","false","false","true","false","true","false","true","true","false","true","true","true","true","true","false","true","false","false","false","true","true","false","false","true","true","false","false","true","false","false","true","false","false","true","false","true","false","true","true","true","50"
"8","false","true","true","false","true","false","false","false","false","false","true","false","true","true","false","true","true","true","false","false","true","false","false","false","false","false","true","true","true","true","true","false","false","false","true","true","false","true","true","true","true","true","true","true","true","true","true","true","true","false","true","true","false","true","true","false","false","true","true","true","true","true","true","false","true","false","false","true","false","false","false","false","false","true","false","52"
"33","true","true","false","true","false","false","false","true","true","true","true","false","true","false","false","true","true","false","true","true","false","true","true","true","false","true","false","true","false","false","true","false","false","true","true","false","true","false","false","false","false","true","false","false","true","false","true","true","false","false","false","false","false","false","true","true","false","true","true","false","true","false","false","false","false","true","false","true","false","true","false","false","true","false","true","27"
"5","true","true","false","false","false","false","true","false","false","false","true","true","true","false","false","true","false","false","false","true","false","true","true","false","true","false","true","true","false","true","true","false","false","false","false","true","true","true","false","false","true","false","false","true","true","false","false","false","true","true","false","true","false","false","false","false","false","true","true","true","true","false","true","true","false","false","false","true","true","true","true","true","false","true","false","56"
"86","true","false","false","true","true","false","true","true","true","false","false","true","false","true","false","true","false","false","true","false","false","true","false","false","false","false","false","true","false","true","true","false","false","false","false","false","false","false","true","true","false","true","true","false","true","true","false","true","true","true","true","false","false","false","false","false","false","true","false","false","true","false","true","false","true","false","false","false","true","false","true","true","true","true","true","29"
"82","false","true","false","true","true","false","false","true","true","false","false","false","true","true","false","true","false","true","false","true","false","false","true","true","true","true","false","false","true","false","true","true","false","false","true","false","true","false","false","false","true","true","false","true","false","true","true","false","false","false","false","true","false","false","false","false","false","true","true","true","true","true","true","false","false","true","false","false","false","false","true","true","false","true","true","75"
"37","false","true","true","false","true","false","false","true","false","true","true","false","true","false","false","true","false","true","true","false","true","false","false","true","true","false","false","true","false","true","true","false","false","true","true","false","true","false","false","true","true","false","false","true","false","true","true","false","false","true","true","false","true","false","false","true","true","false","false","true","false","true","true","false","false","true","true","false","true","false","false","true","true","false","false","39"
"89","false","false","false","false","true","true","true","true","false","false","false","true","false","false","false","false","true","true","true","true","false","false","false","true","true","true","true","false","true","true","true","false","false","false","false","true","false","false","false","true","true","true","true","false","false","true","false","false","true","false","true","true","true","false","true","true","true","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","43"
"37","false","true","false","false","false","true","false","false","true","true","false","false","false","false","true","true","false","true","true","true","false","false","true","false","true","false","true","true","true","true","true","true","false","true","false","false","true","true","true","false","false","true","false","false","false","false","true","false","true","false","true","true","false","true","false","true","true","true","false","true","false","false","true","false","true","false","true","false","true","true","false","true","false","false","true","74"
"23","true","false","false","false","true","true","false","true","true","true","true","true","false","true","true","true","true","false","true","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","true","true","false","true","true","true","true","false","false","true","true","false","false","false","false","true","true","true","true","true","true","false","true","false","false","false","false","false","true","true","true","false","true","true","false","false","false","false","32"
"27","true","true","true","true","true","false","true","true","true","true","false","false","true","false","false","true","false","true","false","false","false","true","true","true","false","false","true","false","true","false","true","true","false","false","true","false","false","true","true","false","true","true","true","false","false","true","true","true","false","true","false","false","true","false","false","false","true","true","true","true","true","false","false","true","true","true","true","false","true","true","false","false","false","false","false","58"
"43","true","true","true","false","true","true","false","false","false","false","false","true","false","true","true","true","true","true","true","false","true","true","true","true","true","false","false","true","false","false","false","true","false","true","true","true","false","false","true","false","false","false","false","false","false","true","true","false","true","true","false","true","true","true","true","false","true","true","true","false","false","false","true","false","false","false","true","false","false","false","true","false","true","true","false","30"
"72","true","false","false","true","true","true","false","false","false","false","true","false","true","true","false","true","false","false","true","true","false","true","false","true","true","true","true","true","true","false","false","true","false","false","true","false","false","true","true","true","false","true","false","true","true","false","false","false","true","false","false","false","true","false","true","false","true","false","false","false","false","true","false","false","true","true","true","false","true","true","true","false","false","false","false","39"
"75","false","false","false","false","true","true","true","false","true","false","true","false","true","true","true","true","true","false","false","true","true","true","false","false","false","false","true","true","false","true","true","true","false","true","false","true","false","true","false","true","true","true","false","true","false","true","false","false","false","false","false","true","false","false","false","false","true","true","false","true","false","false","true","true","false","true","true","true","false","false","true","true","true","false","false","28"
"25","true","true","true","false","false","true","true","true","true","true","false","false","true","true","false","false","false","false","true","false","true","true","false","true","true","false","false","false","false","false","true","false","false","true","true","true","false","false","true","true","true","true","true","true","true","false","false","true","true","false","false","true","true","true","false","true","true","true","false","false","false","false","true","true","true","false","true","false","true","true","true","false","false","true","true","90"
"47","true","false","true","false","false","true","false","true","true","true","false","true","true","true","true","true","true","false","true","false","false","true","true","false","true","true","true","false","true","false","false","true","false","false","false","true","true","false","false","true","true","false","true","true","false","true","false","false","true","true","false","false","false","true","false","false","true","false","true","true","true","true","true","false","false","false","true","false","true","true","true","false","false","false","true","98"
"56","false","true","true","false","false","false","true","false","false","true","false","false","false","false","true","false","true","true","true","false","true","false","true","false","true","false","true","false","false","true","false","true","false","false","false","false","true","true","true","false","true","true","false","true","true","true","true","false","false","false","false","true","true","false","true","false","true","true","false","false","false","false","false","true","true","true","true","true","false","true","false","false","false","true","true","35"
"76","false","true","false","false","false","false","true","false","true","true","true","true","true","false","true","true","true","true","true","false","true","false","false","true","true","true","false","true","true","false","true","false","false","true","false","true","false","true","true","true","false","true","false","false","false","true","false","false","false","true","true","false","false","true","false","false","true","false","true","true","true","false","false","false","false","false","true","false","true","false","true","true","false","true","true","16"
"78","true","false","false","true","true","true","true","false","false","false","true","true","false","true","false","false","true","false","true","false","true","true","true","false","true","false","true","true","false","false","true","true","false","true","true","false","false","true","false","true","true","false","false","true","true","false","true","true","true","false","true","true","true","false","false","true","true","true","false","true","false","false","true","false","false","true","true","false","false","true","false","false","true","false","false","21"
"67","false","true","true","true","true","true","false","false","true","true","true","true","true","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","true","false","true","false","false","false","true","true","false","false","true","true","false","false","true","true","false","true","false","false","false","false","true","true","false","false","true","true","false","false","true","false","false","false","true","false","false","true","false","false","false","true","false","true","false","true","63"
"74","false","true","true","true","true","false","false","false","false","false","false","true","false","false","false","false","true","true","true","true","false","false","false","true","false","false","true","true","false","true","false","true","false","false","false","false","true","false","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","true","true","false","true","false","true","false","false","true","true","true","false","true","true","false","true","true","false","true","false","true","false","97"
"81","true","false","false","false","false","true","false","false","true","false","true","false","true","false","true","false","true","false","false","false","true","true","true","true","false","true","true","false","false","false","false","false","false","false","true","false","false","false","false","true","false","true","false","true","false","true","false","false","false","true","true","false","false","true","false","true","true","true","true","false","false","true","false","false","true","true","true","true","false","false","false","true","false","false","true","69"
"59","false","true","false","false","false","false","true","true","true","true","false","true","true","true","false","false","false","false","true","true","true","true","false","false","true","false","true","false","false","true","false","true","false","false","true","false","false","false","true","true","false","true","false","false","true","true","true","false","false","true","true","true","false","true","true","false","true","false","true","true","true","false","false","false","false","true","false","false","false","true","true","true","true","false","true","65"
"26","false","false","false","false","false","false","false","true","false","false","false","false","true","true","true","false","true","false","false","true","false","true","true","true","true","true","false","true","true","false","true","false","false","true","false","false","false","false","true","true","true","true","true","true","true","false","true","true","false","true","true","false","false","false","false","false","true","true","false","true","true","true","false","true","true","false","false","false","false","false","false","true","false","false","false","13"
"40","true","false","false","true","true","true","true","false","false","true","true","false","false","false","true","false","false","false","false","true","true","true","false","true","false","false","true","false","true","true","true","true","false","true","false","true","true","false","false","false","false","false","true","false","true","true","false","true","true","true","false","true","false","false","true","false","true","false","true","true","false","false","true","false","true","true","false","false","true","true","false","false","true","true","false","83"
"96","true","true","true","true","false","true","false","true","true","false","true","false","true","false","false","true","true","false","true","true","true","true","true","false","false","true","false","false","true","true","true","false","false","false","false","true","true","false","true","false","false","false","false","true","true","true","false","false","false","true","true","true","false","false","true","true","true","false","false","false","false","false","false","true","true","false","false","true","true","false","true","true","true","true","false","77"
"40","false","false","false","true","false","true","false","false","true","false","false","true","true","true","false","true","false","true","false","false","true","false","true","true","true","false","true","true","true","true","true","false","false","false","false","true","false","false","true","false","false","false","true","false","true","false","false","true","true","false","true","false","true","true","false","false","true","false","false","true","false","false","false","false","true","true","false","true","false","false","true","true","true","false","false","59"
"97","false","true","false","true","true","true","true","true","true","true","true","true","false","false","false","true","true","true","false","true","false","false","true","false","true","false","false","true","false","false","false","false","false","false","true","false","true","false","false","false","false","true","true","true","false","true","false","false","false","true","false","false","false","true","true","false","true","false","true","false","true","false","true","true","true","false","false","false","false","false","false","false","true","false","true","85"
"16","false","true","true","false","true","false","true","false","true","true","false","true","false","false","true","false","true","true","false","false","true","true","false","true","false","true","true","true","false","false","true","true","false","true","false","false","true","false","true","false","false","false","true","true","false","false","true","false","true","false","false","true","true","true","false","true","true","false","true","true","true","true","false","true","false","false","false","false","false","false","true","false","false","true","false","100"
"60","true","false","false","true","true","false","true","true","true","false","true","false","false","true","true","true","true","false","true","false","false","true","false","true","true","false","true","true","true","false","false","true","false","true","false","true","false","true","false","false","true","false","false","true","false","true","true","false","true","true","true","true","true","true","false","false","true","false","false","false","false","false","true","true","true","false","false","true","false","true","false","true","false","true","true","10"
"84","false","false","true","true","false","false","true","false","true","true","true","false","true","false","true","true","false","true","true","false","false","false","false","true","false","true","true","false","false","true","true","true","false","false","true","true","true","true","false","true","true","true","true","false","false","false","false","true","true","false","true","true","false","true","true","false","true","true","false","false","true","true","false","false","false","false","false","false","false","false","false","true","true","true","false","9"
"84","true","false","true","true","true","true","true","false","false","true","true","true","false","false","true","false","true","true","false","true","false","true","true","false","true","true","false","true","true","true","false","false","false","true","true","false","true","false","true","true","false","false","false","true","true","false","false","false","false","false","true","false","true","false","true","false","true","true","false","false","true","false","false","false","false","false","false","false","true","false","true","true","false","false","true","23"
"87","true","true","false","true","false","false","false","true","true","true","false","false","true","true","true","false","false","true","true","true","true","true","true","true","false","true","true","true","true","false","false","false","false","true","true","true","false","false","true","true","true","false","false","false","false","true","false","true","false","false","false","false","false","false","true","true","true","false","false","false","false","true","false","false","true","false","false","true","true","false","false","true","true","true","false","15"
"31","false","false","true","true","false","false","true","true","true","false","false","true","false","true","false","true","true","false","false","true","true","true","false","false","true","false","true","false","false","true","true","false","false","false","false","true","true","false","true","true","true","false","true","true","false","false","false","false","true","false","false","true","false","true","false","false","true","true","false","true","false","true","true","false","false","true","false","false","true","false","false","false","false","true","true","91"
"42","true","true","true","true","true","true","false","true","true","true","false","false","true","true","true","true","false","true","true","true","false","true","true","false","false","false","false","false","false","false","true","true","false","false","false","true","false","true","true","true","true","false","false","false","true","false","false","false","false","true","false","false","false","true","true","true","true","true","true","false","true","true","true","true","false","true","false","true","false","false","false","true","false","false","true","66"
"49","false","true","false","false","false","true","true","true","false","false","false","false","true","true","true","false","true","false","false","true","true","false","false","false","true","false","true","false","true","false","false","false","false","false","true","false","true","false","true","false","false","false","false","false","false","true","true","true","false","false","true","false","true","false","false","true","true","false","false","false","false","false","false","false","false","true","false","true","true","true","false","false","false","false","false","79"
"34","false","false","false","false","true","true","true","false","false","true","true","true","false","true","false","true","true","true","true","true","false","false","false","true","true","true","true","true","false","true","false","false","false","false","false","true","true","false","true","true","false","true","true","false","true","false","true","false","true","true","false","false","true","true","true","true","true","false","true","true","false","true","true","false","true","false","false","false","false","false","true","false","false","true","false","33"
