"CONFIG_EPOLL","CONFIG_SCHED_AUTOGROUP","CONFIG_SECURITY_NETWORK","CONFIG_COMPAT","CONFIG_PREEMPT_RCU","CONFIG_SECURITY","CONFIG_PREEMPT_NOTIFIERS","CONFIG_SECURITYFS","CONFIG_DEBUG_ATOMIC_SLEEP","CONFIG_COMPACTION","CONFIG_MIGRATION","CONFIG_DISCONTIGMEM","CONFIG_INOTIFY_USER","CONFIG_HIGHMEM","CONFIG_MODULE_UNLOAD","CONFIG_BLOCK","CONFIG_PROC_KCORE","CONFIG_BSD_PROCESS_ACCT","CONFIG_CGROUP_MEM_RES_CTLR","CONFIG_PROVE_RCU","CONFIG_SCHEDSTATS","CONFIG_SECURITY_NETWORK_XFRM","CONFIG_GENERIC_BUG","CONFIG_SMP","CONFIG_TASK_XACCT","CONFIG_DEBUG_MUTEXES","CONFIG_UID16","CONFIG_SYSCTL","CONFIG_BINARY_PRINTF","CONFIG_ARCH_USES_GETTIMEOFFSET","CONFIG_LATENCYTOP","CONFIG_HAVE_ARCH_EARLY_PFN_TO_NID","CONFIG_KMEMCHECK","CONFIG_HAVE_MEMBLOCK_NODE_MAP","CONFIG_AUDITSYSCALL","CONFIG_LBDAF","CONFIG_64BIT","CONFIG_RING_BUFFER","CONFIG_FILE_LOCKING","CONFIG_FTRACE_MCOUNT_RECORD","CONFIG_PROC_DEVICETREE","CONFIG_MM_OWNER","CONFIG_DEBUG_WRITECOUNT","CONFIG_RT_MUTEXES","CONFIG_HAVE_HW_BREAKPOINT","CONFIG_NUMA","CONFIG_EVENT_TRACING","CONFIG_CGROUPS","CONFIG_TRACING","CONFIG_PREEMPT_COUNT","CONFIG_AUDIT","CONFIG_FS_POSIX_ACL","CONFIG_HUGETLBFS","CONFIG_DEBUG_SET_MODULE_RONX","CONFIG_TASK_DELAY_ACCT","CONFIG_RT_GROUP_SCHED","CONFIG_CC_STACKPROTECTOR","CONFIG_CGROUP_SCHED","CONFIG_LOCKDEP","CONFIG_CPUMASK_OFFSTACK","CONFIG_ARCH_DMA_ADDR_T_64BIT","CONFIG_PHYS_ADDR_T_64BIT","CONFIG_DEBUG_STACK_USAGE","CONFIG_CONSTRUCTORS","CONFIG_DEBUG_PAGEALLOC","CONFIG_PRINT_QUOTA_WARNING","CONFIG_DEBUG_SLAB","CONFIG_FSNOTIFY","CONFIG_SPARSEMEM","CONFIG_SECURITY_PATH","CONFIG_PROVE_LOCKING","CONFIG_PROC_FS","CONFIG_HIBERNATION","CONFIG_SLUB","CONFIG_GENERIC_HARDIRQS","CONFIG_PREEMPT_VOLUNTARY","CONFIG_LOCKUP_DETECTOR","CONFIG_DEBUG_OBJECTS","CONFIG_STACK_GROWSUP","CONFIG_IMA","CONFIG_VIRT_CPU_ACCOUNTING","CONFIG_IA64","CONFIG_FAULT_INJECTION","CONFIG_TRACEPOINTS","CONFIG_QUOTA_DEBUG","CONFIG_HAVE_UNSTABLE_SCHED_CLOCK","CONFIG_MMU","CONFIG_TRACE_IRQFLAGS","CONFIG_POSIX_MQUEUE","CONFIG_TASKSTATS","CONFIG_SYSVIPC","CONFIG_HOTPLUG","CONFIG_KEYS","CONFIG_FUTEX","CONFIG_CORE_DUMP_DEFAULT_ELF_HEADERS","CONFIG_FS_XIP","CONFIG_HOTPLUG_CPU","CONFIG_SPARSEMEM_VMEMMAP","CONFIG_NO_HZ","CONFIG_FANOTIFY","CONFIG_RCU_BOOST","CONFIG_UNUSED_SYMBOLS","CONFIG_IRQ_TIME_ACCOUNTING","CONFIG_PREEMPT","CONFIG_FUNCTION_GRAPH_TRACER","CONFIG_CFS_BANDWIDTH","CONFIG_BLK_DEV_IO_TRACE","CONFIG_CPUSETS","CONFIG_SLOB","CONFIG_QUOTA","CONFIG_COMPAT_BRK","CONFIG_PERF_EVENTS","CONFIG_DEBUG_LOCK_ALLOC","CONFIG_SYSFS","CONFIG_TRANSPARENT_HUGEPAGE","CONFIG_FAILSLAB","CONFIG_SCHED_DEBUG","CONFIG_KALLSYMS","CONFIG_FAIR_GROUP_SCHED","CONFIG_DETECT_HUNG_TASK","CONFIG_TREE_PREEMPT_RCU","CONFIG_MODULES"
"true","true","true","false","true","false","false","true","false","false","false","true","false","false","true","false","false","false","false","false","false","false","false","true","false","false","true","true","true","true","true","false","true","false","false","true","true","false","true","true","false","true","true","false","false","false","false","true","true","true","true","true","false","true","false","true","true","false","false","false","false","false","true","true","true","true","false","true","false","true","false","false","true","false","true","false","false","false","true","false","false","true","true","true","false","true","false","false","true","true","false","false","true","false","false","false","false","false","false","true","false","true","false","false","true","true","false","true","true","true","false","true","true","true","true","false","true","true","true","false","true","true"
"true","true","false","false","true","true","true","false","false","true","false","false","true","false","false","true","false","false","true","false","true","false","false","false","false","false","true","false","false","false","true","false","true","false","true","false","false","false","false","false","true","true","true","true","true","false","false","true","false","true","true","true","true","true","false","true","false","false","false","false","false","true","true","true","true","false","false","false","false","false","false","true","true","true","false","true","false","true","false","true","true","false","true","true","true","false","true","true","false","false","true","true","false","false","false","true","true","true","true","false","false","false","false","true","true","false","true","false","true","true","true","false","true","false","true","true","true","false","true","false","true","false"
"false","true","true","false","false","false","true","false","true","true","true","false","false","true","true","false","true","true","false","true","false","true","false","true","true","false","false","true","false","true","true","false","false","false","true","true","false","true","false","false","true","false","false","false","true","false","false","true","true","false","true","false","true","true","true","false","false","false","true","true","true","true","false","true","false","true","true","true","true","false","false","false","false","false","true","true","true","false","true","true","false","true","true","true","false","false","false","false","false","false","false","false","false","true","false","true","true","false","false","true","false","true","true","true","false","false","true","true","true","true","false","true","false","true","true","true","true","true","false","false","true","true"
"true","true","false","false","false","false","true","false","false","false","true","true","true","false","false","true","false","false","false","true","false","true","true","false","true","false","true","true","false","true","true","false","false","false","false","true","true","true","false","false","true","false","false","true","true","false","false","false","true","true","false","true","false","false","false","false","false","true","true","true","true","false","true","true","false","false","false","true","true","true","true","true","false","true","false","true","true","false","true","false","true","true","false","false","true","true","false","true","false","false","false","false","true","false","false","true","false","true","true","true","true","true","false","true","true","false","false","true","true","true","true","false","true","true","true","true","false","false","false","true","true","false"
"false","false","false","false","false","false","false","true","false","false","false","false","true","true","true","false","false","true","false","true","false","true","true","false","true","true","false","false","true","true","false","true","false","false","false","true","false","true","false","false","false","true","true","true","false","false","false","false","true","true","true","true","true","true","true","true","false","false","false","false","false","true","false","false","true","true","false","true","false","true","true","false","false","true","true","true","true","true","true","false","true","false","false","false","true","true","false","true","false","false","false","false","true","false","true","true","false","false","false","false","true","false","true","true","false","false","true","false","true","false","true","true","false","false","false","false","true","false","false","false","true","false"
"false","false","false","false","false","false","false","true","false","false","false","false","true","true","true","false","true","false","false","true","false","true","true","true","true","true","false","true","true","false","true","false","false","true","false","false","false","false","true","true","true","true","true","true","true","false","true","true","false","true","true","false","false","false","false","false","true","true","false","true","true","true","false","true","true","false","false","false","false","false","false","true","false","false","false","false","false","false","true","true","true","true","false","false","true","true","true","false","true","false","true","true","true","false","true","false","true","true","false","true","false","true","true","true","true","true","true","true","false","true","true","false","false","false","false","false","false","true","false","false","false","true"
"true","true","true","false","false","true","true","true","true","true","false","false","true","true","false","false","false","false","true","false","true","true","false","true","true","false","false","false","false","false","true","false","false","true","true","true","false","false","true","true","true","true","true","true","true","false","false","true","true","false","false","true","true","true","false","true","true","true","false","false","false","false","true","true","true","false","true","false","true","true","true","false","false","true","true","true","true","true","false","false","true","false","true","true","false","true","false","false","true","false","false","true","true","false","true","false","false","false","true","false","false","false","false","true","false","true","true","true","true","false","true","false","true","true","false","false","false","false","false","true","false","true"
"false","true","true","true","false","true","true","false","false","true","true","true","true","true","true","false","true","false","true","true","false","false","false","false","true","true","true","false","false","false","true","false","true","false","false","true","true","false","true","false","true","false","false","false","true","false","false","false","true","false","false","false","true","true","false","true","false","false","true","true","false","true","false","false","true","false","true","true","true","false","true","true","true","true","false","true","false","false","false","true","false","true","true","true","true","false","true","false","true","false","true","false","false","false","false","false","false","false","false","true","false","true","false","false","true","false","true","true","false","true","false","false","true","true","true","false","true","true","true","false","false","false"
"false","false","false","true","false","true","false","true","true","false","true","false","false","true","false","true","true","true","false","false","true","false","true","false","true","true","true","false","true","true","false","false","false","false","false","true","false","true","false","false","false","true","true","false","false","false","true","true","true","true","true","true","false","true","false","false","true","false","true","false","true","true","true","true","true","false","false","true","true","false","true","true","false","true","false","true","true","false","false","false","false","false","false","true","false","false","true","true","false","false","false","true","false","true","false","true","true","false","true","true","true","false","false","false","true","false","false","true","false","true","false","true","true","true","false","false","true","true","true","true","false","true"
"true","true","false","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false","true","false"
"false","true","false","false","true","true","true","false","false","true","true","true","true","true","true","false","false","true","false","false","true","false","true","true","false","true","true","false","false","false","false","false","false","false","true","false","false","true","false","true","false","false","true","false","true","true","false","false","false","true","true","true","false","false","false","true","false","true","false","false","false","true","true","true","true","false","false","true","true","true","true","false","false","true","true","false","true","false","true","true","false","false","false","true","true","false","false","true","true","false","false","true","true","false","false","false","false","true","false","true","true","true","false","true","true","false","false","true","true","true","true","false","true","false","true","false","true","false","true","true","false","false"
"true","true","false","true","false","false","false","false","false","false","false","true","false","false","true","true","false","false","false","true","false","true","true","false","true","false","false","false","false","true","true","false","true","true","true","false","false","true","false","true","true","true","true","false","true","true","false","false","true","true","true","false","true","true","true","false","true","false","false","false","false","false","false","true","false","true","true","true","true","false","false","false","true","true","true","false","true","true","false","false","false","true","false","true","true","false","true","true","false","true","true","true","true","false","true","false","false","false","false","true","true","true","true","false","true","false","false","true","true","true","true","true","false","false","false","false","false","false","true","true","false","true"
"false","true","false","true","true","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","true","true","false","true","true","false","true","false","true","true","false","false","false","true","false","false","true","false","true","true","true","true","false","true","false","true","true","true","true","true","true","false","true","false","true","true","false","false","true","false","true","false","true","true","true","false","true","true","true","false","true","true","false","true","true","true","false","false","false","false","true","false","true","false","true","false","true","false","false","true","false","true","false","false","false","true","false","false","false","true","false","true","true","true","true","true","false","false","true","false","false","false","false","true","true","false","true","true","false","false","true","false"
"true","false","true","false","false","true","false","true","false","true","false","true","false","false","false","false","false","true","false","false","false","false","true","true","true","false","false","true","true","false","true","true","false","true","true","false","true","false","false","false","true","true","true","false","true","false","true","true","false","true","true","true","false","true","true","false","false","false","true","true","false","true","false","false","true","false","true","true","false","false","true","false","false","true","false","true","true","true","true","true","true","false","true","false","true","true","true","false","true","false","false","false","false","true","false","true","false","false","false","false","true","false","false","false","true","true","true","true","false","true","false","true","false","true","false","false","false","true","true","true","false","false"
"false","true","true","true","true","true","false","true","true","true","false","false","true","true","false","true","false","true","true","false","true","false","false","false","false","false","false","false","false","false","true","true","false","false","false","true","false","true","true","true","true","false","false","false","true","false","false","false","false","true","false","false","false","true","true","true","true","true","true","false","true","true","true","true","false","true","false","true","false","false","false","true","false","false","true","true","true","true","false","true","true","false","true","true","true","false","true","true","false","false","true","true","true","true","true","false","false","true","false","false","false","true","true","false","false","false","false","false","false","true","true","true","true","true","true","true","false","false","true","false","false","true"
"true","false","false","true","true","false","false","true","false","true","false","true","false","true","false","true","false","false","true","true","true","true","true","true","true","false","false","false","true","false","true","false","true","true","true","true","true","true","true","false","true","true","false","false","false","false","false","true","false","false","true","true","false","false","false","false","false","false","true","false","false","true","true","false","false","false","false","false","true","false","true","false","false","false","false","false","true","false","false","true","true","true","false","true","false","false","true","true","true","true","true","true","false","true","false","false","true","true","true","true","false","true","false","true","false","false","false","false","false","false","false","false","true","true","false","true","true","false","true","true","true","false"
"false","false","false","false","true","true","true","true","false","false","false","true","false","false","false","false","true","true","true","true","false","false","false","true","true","true","true","false","true","true","true","false","false","false","false","true","false","false","false","true","true","true","true","false","false","true","false","false","true","false","true","true","true","false","true","true","true","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","false","false","true","true","true","true","true","false","false","false","true","true","false","false","true","false","false","true","false","false","true","false","false","true","true","true","true","false","true","false","false","true","false","true","false","true","false","true","true","false","true","false","false","false","true","false","true","false","false"
"false","true","true","true","true","false","false","true","true","false","false","true","false","true","true","true","false","false","true","false","false","true","false","false","true","true","true","false","false","true","true","false","false","true","false","false","true","true","false","true","true","false","false","false","false","false","true","true","false","false","false","true","false","false","true","false","false","false","false","false","true","false","true","true","true","false","false","true","true","false","true","false","true","true","true","true","true","true","true","true","false","true","true","false","true","true","false","true","true","false","false","false","true","true","true","false","true","true","false","true","false","false","true","false","false","true","false","false","false","true","false","true","false","false","true","false","false","false","false","true","false","false"
"false","true","true","true","true","true","false","false","true","true","true","true","true","true","true","false","false","false","false","false","false","false","false","false","false","true","false","false","true","true","false","true","false","false","false","true","true","false","false","true","true","false","false","true","true","false","true","false","false","false","false","true","true","false","false","true","true","false","false","true","false","false","false","true","false","false","true","false","false","false","true","false","true","false","true","true","false","true","true","false","false","false","true","true","true","true","true","true","true","true","true","false","false","true","false","true","false","false","false","false","true","true","true","true","false","false","true","true","true","true","true","false","true","false","false","true","true","false","false","true","true","true"
"false","false","true","true","true","false","true","false","false","true","false","false","false","true","false","true","true","false","true","true","true","false","true","false","true","true","false","false","false","false","true","true","false","true","false","false","false","true","false","true","false","false","true","true","true","true","false","false","true","false","true","false","false","true","false","true","false","false","true","true","true","true","false","false","true","false","true","true","true","true","true","false","true","false","false","true","false","false","false","true","false","false","true","false","true","true","false","false","false","false","true","false","true","true","true","true","false","true","false","false","false","true","true","false","true","true","true","true","false","false","false","false","false","true","false","false","true","false","true","true","true","true"
"true","false","true","false","true","true","true","false","true","true","false","false","false","false","false","false","true","true","true","false","false","true","true","true","true","false","false","true","false","true","true","false","false","true","true","false","true","true","false","false","false","false","true","false","true","false","true","false","true","false","false","false","true","false","false","true","true","true","true","false","false","false","true","true","true","false","false","true","true","false","false","true","false","false","false","true","false","true","false","true","false","true","true","true","false","false","true","false","false","false","true","true","true","false","true","true","true","true","false","true","true","true","true","true","true","false","true","false","true","true","false","true","true","false","false","true","false","false","true","true","true","true"
"true","false","false","false","true","false","true","true","false","true","false","true","true","false","true","true","false","true","false","false","false","true","true","false","true","false","true","false","false","false","false","false","true","true","false","true","true","false","false","true","false","true","true","true","true","false","true","false","true","false","false","true","false","false","false","false","false","false","false","false","true","true","false","false","true","true","true","true","false","true","false","true","false","true","true","true","false","true","false","false","true","false","true","true","false","false","true","false","false","false","true","false","false","true","true","false","true","true","true","true","false","false","false","false","true","true","true","false","false","true","true","true","false","false","true","false","false","true","false","true","true","true"
"false","true","true","false","true","true","true","true","true","true","false","false","false","false","true","false","false","false","true","true","true","false","true","true","true","false","true","false","false","true","false","true","true","true","true","true","false","true","false","false","true","true","false","true","false","true","false","true","true","false","false","false","true","false","true","false","false","true","false","true","false","true","false","false","false","true","false","true","false","false","false","true","true","false","true","true","true","false","true","false","true","false","true","false","false","false","true","true","true","true","true","true","false","false","true","true","false","true","false","true","true","false","false","false","true","false","false","false","false","true","true","true","false","false","true","true","true","false","false","false","false","true"
"false","true","true","false","true","false","false","true","false","true","true","false","true","false","false","true","false","true","true","false","true","false","false","true","true","false","false","true","false","true","true","false","false","true","true","false","true","false","false","true","true","false","false","true","false","true","true","false","false","true","true","false","true","false","false","true","true","false","false","true","false","true","true","false","false","true","true","false","true","false","false","true","true","false","false","true","false","true","true","false","false","true","true","false","true","false","false","true","true","false","false","true","false","true","true","false","false","true","true","false","true","false","false","true","true","false","false","true","false","true","true","false","false","true","true","false","true","false","false","true","true","false"
"true","false","false","false","true","true","false","true","false","false","false","true","true","false","false","false","false","true","true","false","true","false","false","true","true","true","false","true","false","true","true","false","false","true","false","true","true","false","true","false","true","false","true","true","false","false","false","false","false","false","false","false","true","true","false","false","false","true","true","false","false","false","true","false","true","true","false","true","true","true","true","false","true","false","false","false","true","false","true","false","true","false","false","false","false","false","true","false","false","true","true","false","false","true","true","false","true","false","true","true","true","false","true","true","false","true","false","true","false","true","true","true","false","false","false","true","false","true","true","true","false","true"
"true","true","true","false","true","true","false","false","false","true","true","true","false","false","false","false","false","false","false","false","false","false","true","true","true","true","false","false","false","false","false","false","true","true","false","false","false","true","false","true","true","true","false","false","false","true","true","false","true","false","true","true","false","false","true","true","false","true","true","true","false","false","true","true","true","true","false","false","true","false","true","true","false","true","false","true","true","false","false","false","false","false","false","true","false","true","false","false","true","true","false","true","true","false","true","false","true","true","false","true","true","false","true","true","true","false","true","true","true","false","true","true","false","true","true","true","true","true","false","false","true","true"
"true","true","false","false","false","false","false","false","false","true","true","false","false","false","false","true","true","false","true","true","true","true","true","false","false","false","false","false","true","true","false","true","true","true","true","true","true","false","true","false","true","false","true","false","false","true","false","true","true","false","false","true","false","false","true","true","true","false","false","false","true","true","true","true","true","true","true","false","false","true","true","false","true","false","true","false","false","false","false","false","true","false","false","true","false","true","true","false","true","true","false","true","false","true","true","true","true","true","true","true","true","false","false","true","false","true","false","true","true","true","false","true","false","true","true","true","false","false","false","false","true","false"
"false","false","false","true","false","false","false","false","false","true","true","false","true","false","false","false","true","true","true","true","false","true","true","true","false","true","false","false","false","true","false","true","false","false","false","true","true","false","true","false","true","true","false","false","true","false","true","true","true","true","true","true","true","false","false","false","false","true","true","true","false","true","false","false","false","false","true","true","true","false","true","false","true","false","true","true","false","true","false","true","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","true","true","false","false","true","false","false","false","false","false","true","true","true","false","true","true","true","true","false","false","false","true","true","true","true","true"
"true","false","false","true","false","false","false","true","true","true","false","true","false","true","false","false","false","true","false","false","true","true","false","true","false","true","false","true","false","false","true","false","false","true","true","true","false","false","true","true","true","true","true","true","false","true","false","true","false","false","false","true","false","false","true","true","false","false","true","true","true","true","true","false","true","false","true","true","false","true","false","false","true","false","true","false","false","true","true","true","true","true","false","false","true","true","false","true","true","false","true","false","true","false","true","true","true","true","false","true","true","false","false","true","true","true","true","false","true","true","true","false","true","true","true","false","true","false","false","false","true","true"
"true","false","true","true","false","false","true","true","false","false","false","true","true","true","false","false","false","true","false","false","true","false","true","true","false","true","false","false","false","true","true","false","true","false","false","false","true","true","true","false","true","true","false","true","true","false","false","false","true","true","true","false","false","false","true","true","true","true","false","true","true","false","true","false","false","true","true","true","false","true","false","false","false","true","true","true","false","false","false","true","true","false","true","true","false","true","false","true","true","true","true","true","true","false","true","true","false","true","false","false","true","true","false","true","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","false","true"
"true","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false"
"false","true","true","false","false","false","true","false","false","true","false","false","false","false","true","false","true","true","true","false","true","false","true","false","true","false","true","false","false","true","false","true","false","false","false","false","true","true","true","false","true","true","false","true","true","true","true","false","false","false","false","true","true","false","true","false","true","true","false","false","false","false","false","true","true","true","true","true","false","true","false","false","false","true","true","false","false","true","true","true","false","true","true","false","false","true","false","false","false","true","true","true","true","true","false","false","false","false","true","true","false","false","true","true","true","false","false","true","false","true","true","false","false","false","false","true","true","true","true","true","false","false"
"false","false","true","true","false","false","false","true","true","false","true","false","false","true","true","false","false","false","false","true","true","true","true","false","false","false","false","false","false","true","true","false","false","true","false","true","true","true","false","false","true","false","true","false","true","true","true","false","true","true","true","false","true","true","true","false","true","true","false","true","false","true","false","false","true","false","true","false","true","true","false","false","true","false","false","false","true","false","true","false","true","false","true","true","false","true","true","false","false","false","false","false","true","true","false","false","false","true","true","true","false","true","false","true","false","false","false","false","true","true","false","true","true","false","true","false","false","true","false","true","false","false"
"false","false","false","false","true","false","false","false","true","true","false","true","false","false","false","true","false","false","true","false","false","true","false","true","false","true","false","false","true","false","false","true","true","false","true","false","true","false","true","true","true","false","true","true","true","false","false","false","true","true","true","false","false","true","true","true","false","true","false","true","false","false","true","true","false","true","false","true","false","true","false","true","true","false","true","false","true","false","false","true","true","true","true","false","false","false","false","false","false","false","false","false","true","true","true","true","true","false","true","true","true","false","true","false","true","true","false","false","true","true","true","false","true","false","false","true","true","true","false","false","false","false"
"false","true","false","false","true","false","true","true","false","false","false","false","false","false","false","false","true","true","false","true","true","true","true","false","false","false","false","true","true","true","false","true","true","false","false","false","true","true","true","true","false","false","false","true","true","false","false","true","false","false","true","true","true","false","false","true","true","false","true","false","true","true","true","false","false","false","false","false","false","true","false","false","false","true","false","true","true","true","true","true","false","false","true","false","true","true","true","true","true","true","true","true","false","true","false","false","false","true","false","false","true","false","true","true","false","true","false","true","true","true","true","true","true","false","true","false","false","true","true","false","true","false"
"false","false","false","true","false","false","false","true","true","true","false","true","false","false","true","false","true","true","false","false","true","false","false","false","true","true","false","false","true","true","false","true","false","true","true","false","false","false","true","true","true","false","true","true","false","true","true","true","true","false","false","true","false","false","true","true","false","false","false","true","true","true","false","false","true","true","true","false","false","false","false","true","false","true","false","false","true","false","true","true","false","false","false","true","false","true","false","false","false","true","true","true","true","false","false","false","true","false","true","false","false","true","false","false","true","false","false","false","true","true","true","false","true","true","true","true","true","false","false","true","true","false"
"true","true","false","false","false","true","false","false","true","false","true","false","false","true","false","false","false","true","true","false","true","false","true","true","false","true","false","false","true","true","true","true","true","true","true","true","false","true","false","true","false","false","true","true","false","false","true","true","false","true","true","true","true","true","false","false","true","false","true","true","true","false","false","true","true","false","false","false","false","true","false","false","false","false","true","true","false","false","false","false","true","true","false","false","false","false","false","false","false","false","true","false","false","true","true","false","true","false","true","true","false","true","true","true","true","false","false","true","false","true","false","true","true","true","true","false","true","false","false","true","false","false"
"false","false","false","true","true","false","true","true","true","true","false","true","false","false","false","false","true","true","true","true","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","true","false","true","true","true","true","false","true","true","true","false","true","true","true","false","true","false","true","true","true","true","true","true","true","false","true","false","true","false","false","false","false","true","false","true","true","false","true","true","false","false","false","true","false","false","false","false","false","false","true","true","false","false","true","true","false","true","true","false","true","true","false","true","true","false","false","true","true","true","false","true","false","false","true","false","true","false","true","true","true","true","false","false","false","true","false","true"
"false","true","false","false","false","false","true","true","true","true","false","true","true","true","false","false","false","false","true","true","true","true","false","false","true","false","true","false","false","true","false","true","false","false","true","false","false","false","true","true","false","true","false","false","true","true","true","false","false","true","true","true","false","true","true","false","true","false","true","true","true","false","false","false","false","true","false","false","false","true","true","true","true","false","true","true","true","false","false","false","false","true","false","false","false","true","true","true","true","false","true","false","false","false","false","false","false","true","false","true","true","true","true","true","true","true","false","false","false","false","true","false","false","true","true","true","false","true","true","false","true","false"
"false","false","false","false","true","false","true","true","true","false","false","true","true","false","false","true","false","false","false","true","false","false","true","false","false","true","true","false","true","false","true","false","true","false","false","true","true","true","true","true","true","false","false","false","true","true","true","false","false","true","false","true","true","true","false","true","true","false","true","true","true","true","true","true","false","false","true","true","true","false","false","true","true","false","false","true","true","true","true","false","false","true","true","true","false","false","false","false","true","true","false","true","false","false","true","true","true","false","false","false","false","true","true","false","false","true","true","true","false","true","false","true","false","false","false","true","true","false","false","false","false","false"
"false","false","true","true","false","false","true","true","true","true","false","true","true","true","false","true","true","false","false","true","true","true","false","false","true","false","true","false","false","true","true","false","false","false","false","true","true","false","false","true","true","false","true","true","false","false","false","false","true","false","false","true","false","true","false","false","true","true","false","true","false","true","true","false","false","true","false","false","true","false","false","false","false","true","true","true","true","true","true","true","true","false","true","false","true","true","true","false","true","true","false","false","false","false","true","false","true","false","true","true","false","false","true","true","false","false","false","false","true","true","false","false","false","false","false","false","false","true","true","true","true","false"
"true","false","true","true","true","false","true","true","false","true","false","false","false","false","false","true","true","false","true","false","true","false","false","false","false","false","true","false","true","true","false","true","true","true","true","true","false","false","true","false","false","true","false","false","true","false","true","false","true","true","false","false","false","true","false","true","true","true","true","true","true","false","false","true","true","false","false","false","false","false","false","false","true","true","true","false","false","false","true","true","false","false","true","false","false","false","true","true","false","false","true","false","true","false","false","true","true","true","false","true","false","false","false","false","true","false","true","true","true","true","true","false","false","true","true","false","false","false","true","true","true","false"
"false","true","true","true","true","false","false","false","false","false","false","true","false","false","false","false","true","true","true","true","false","false","false","true","false","false","true","true","false","true","false","true","false","false","false","false","true","false","true","true","false","false","true","false","false","false","false","true","false","true","true","false","false","true","true","false","true","false","true","false","false","true","true","true","false","true","true","false","true","true","false","true","false","true","false","false","true","true","false","false","true","false","false","true","false","false","false","true","true","false","true","false","true","false","true","true","false","true","true","false","true","true","true","false","true","true","false","false","false","true","false","true","true","true","false","false","false","true","true","false","true","true"
"false","true","true","true","true","false","true","true","false","false","false","false","false","false","false","true","true","false","false","true","true","false","true","true","false","false","true","false","true","false","false","true","true","false","false","true","false","false","false","true","false","false","false","true","false","true","false","true","true","false","true","false","false","false","true","true","false","true","false","true","false","false","true","false","false","false","true","false","true","false","true","true","false","false","true","false","true","true","false","false","true","true","false","false","true","true","true","false","false","false","true","false","false","true","false","false","false","true","true","false","false","true","false","true","true","false","true","true","false","true","true","true","false","true","false","true","true","false","true","false","true","true"
"true","false","true","false","false","true","true","true","false","false","true","true","true","false","false","false","true","true","false","true","true","false","true","false","true","true","true","false","false","false","true","true","false","true","true","true","false","true","true","false","false","false","false","true","false","false","false","true","false","true","false","false","true","false","false","true","false","false","false","true","false","true","true","false","true","true","false","false","true","false","false","false","true","true","true","false","true","true","false","true","false","true","true","true","false","true","true","false","false","false","true","false","true","true","false","true","false","true","true","true","true","true","false","false","false","true","false","true","true","true","true","true","true","true","true","false","false","true","false","false","false","true"
"false","true","false","false","true","false","false","true","false","false","true","false","true","true","false","true","false","false","true","false","false","false","true","true","true","false","false","false","false","true","false","false","false","true","true","true","false","true","true","true","false","false","false","false","true","true","true","false","false","true","true","true","false","true","false","false","true","false","true","true","true","false","false","false","false","true","true","false","false","true","true","true","true","true","false","false","false","true","true","true","true","false","true","true","true","false","true","false","true","false","false","false","false","false","false","true","true","false","true","false","true","false","true","false","false","true","true","false","false","true","false","true","false","false","false","false","true","false","false","true","false","false"
"true","false","false","true","true","false","false","true","true","true","true","false","false","true","true","false","true","true","false","true","true","false","true","true","true","false","false","false","false","false","true","true","true","false","false","false","false","false","false","false","true","true","false","false","false","false","false","false","false","false","true","true","true","true","true","true","false","false","false","true","true","false","true","true","true","false","false","true","true","false","true","true","false","false","false","true","true","true","false","false","true","false","true","false","false","true","false","true","true","false","false","false","true","false","false","false","true","true","true","true","true","true","false","false","true","true","true","false","false","true","false","false","true","false","true","true","true","true","false","true","true","false"
"true","false","true","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true","false","false","true","true"
